"Unique.ID","Indicator.ID","Name","Measure","Measure.Info","Geo.Type.Name","Geo.Join.ID","Geo.Place.Name","Time.Period","Start_Date","Data.Value","Borough"
740997,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",407,"Southwest Queens","Annual Average 2021","01/01/2021",15.1,"Queens"
175368,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",408,"Jamaica","Winter 2010-11","12/01/2010",28.44,"Queens"
175367,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",407,"Southwest Queens","Winter 2010-11","12/01/2010",29.53,"Queens"
336594,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",407,"Southwest Queens","Winter 2014-15","12/01/2014",24.5,"Queens"
175927,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven","Summer 2010","06/01/2010",20.82,"Bronx"
412445,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven","Winter 2015-16","12/01/2015",24.04,"Bronx"
179348,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",1,"Bronx","Summer 2010","06/01/2010",19.42,"Bronx"
412469,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",208,"Canarsie - Flatlands","Winter 2015-16","12/01/2015",20.86,"Brooklyn"
740935,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",208,"Canarsie - Flatlands","Winter 2020-21","12/01/2020",21.17,"Brooklyn"
175997,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",407,"Southwest Queens","Summer 2011","06/01/2011",17.53,"Queens"
412533,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",408,"Jamaica","Summer 2016","06/01/2016",13.11,"Queens"
549361,386,"Ozone (O3)","Mean","ppb","UHF42",407,"Southwest Queens","Summer 2017","06/01/2017",31.16,"Queens"
605264,386,"Ozone (O3)","Mean","ppb","UHF42",407,"Southwest Queens","Summer 2018","06/01/2018",31.93,"Queens"
670945,386,"Ozone (O3)","Mean","ppb","UHF42",407,"Southwest Queens","Summer 2020","06/01/2020",29.73,"Queens"
176011,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven","Summer 2012","06/01/2012",17.94,"Bronx"
176053,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven","Summer 2013","06/01/2013",17.46,"Bronx"
177805,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",409,"Southeast Queens","Summer 2009","06/01/2009",9.65,"Queens"
334062,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",409,"Southeast Queens","Winter 2014-15","12/01/2014",8.23,"Queens"
547477,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",409,"Southeast Queens","Annual Average 2017","01/01/2017",6.75,"Queens"
547480,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",410,"Rockaways","Annual Average 2017","01/01/2017",6.32,"Queens"
178551,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",309,"Union Square - Lower East Side","Annual Average 2012","12/01/2011",10.35,"Manhattan"
178488,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",106,"High Bridge - Morrisania","Annual Average 2011","12/01/2010",11.44,"Bronx"
333967,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",106,"High Bridge - Morrisania","Annual Average 2015","01/01/2015",9.6,"Bronx"
649701,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",206,"Borough Park","Winter 2018-19","12/01/2018",6.93,"Brooklyn"
222473,386,"Ozone (O3)","Mean","ppb","UHF42",206,"Borough Park","Summer 2009","06/01/2009",25.54,"Brooklyn"
175916,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",410,"Rockaways","Summer 2009","06/01/2009",8.57,"Queens"
175370,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",410,"Rockaways","Winter 2010-11","12/01/2010",20.38,"Queens"
176714,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",410,"Rockaways","Annual Average 2013","12/01/2012",12.67,"Queens"
336603,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",410,"Rockaways","Winter 2014-15","12/01/2014",20.67,"Queens"
740940,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",209,"Bensonhurst - Bay Ridge","Annual Average 2021","01/01/2021",16.03,"Brooklyn"
412509,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",310,"Lower Manhattan","Summer 2016","06/01/2016",22.76,"Manhattan"
740974,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",310,"Lower Manhattan","Winter 2020-21","12/01/2020",25.67,"Manhattan"
412443,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",106,"High Bridge - Morrisania","Summer 2016","06/01/2016",17.13,"Bronx"
412442,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",106,"High Bridge - Morrisania","Winter 2015-16","12/01/2015",24.83,"Bronx"
740908,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",106,"High Bridge - Morrisania","Winter 2020-21","12/01/2020",21.5,"Bronx"
175999,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",409,"Southeast Queens","Summer 2011","06/01/2011",15.32,"Queens"
549363,386,"Ozone (O3)","Mean","ppb","UHF42",409,"Southeast Queens","Summer 2017","06/01/2017",31.72,"Queens"
176017,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",206,"Borough Park","Summer 2012","06/01/2012",16.65,"Brooklyn"
176059,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",206,"Borough Park","Summer 2013","06/01/2013",15.94,"Brooklyn"
176010,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",106,"High Bridge - Morrisania","Summer 2012","06/01/2012",20.12,"Bronx"
602717,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",106,"High Bridge - Morrisania","Annual Average 2018","01/01/2018",20.83,"Bronx"
602747,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",209,"Bensonhurst - Bay Ridge","Annual Average 2018","01/01/2018",16.86,"Brooklyn"
740942,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",210,"Coney Island - Sheepshead Bay","Summer 2021","06/01/2021",8.54,"Brooklyn"
602813,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",410,"Rockaways","Annual Average 2018","01/01/2018",10.52,"Queens"
741005,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",410,"Rockaways","Summer 2021","06/01/2021",4.94,"Queens"
222619,386,"Ozone (O3)","Mean","ppb","UHF42",409,"Southeast Queens","Summer 2011","06/01/2011",33.59,"Queens"
222618,386,"Ozone (O3)","Mean","ppb","UHF42",409,"Southeast Queens","Summer 2010","06/01/2010",34.29,"Queens"
178426,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",310,"Lower Manhattan","Annual Average 2009","12/01/2008",13.06,"Manhattan"
179645,365,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",3,"Manhattan","Annual Average 2009","12/01/2008",12.63,"Manhattan"
211422,365,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",3,"Manhattan","Summer 2014","06/01/2014",10.27,"Manhattan"
333943,365,"Fine particles (PM 2.5)","Mean","mcg/m3","Borough",3,"Manhattan","Annual Average 2015","01/01/2015",10.19,"Manhattan"
742186,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",202,"Downtown - Heights - Slope","Winter 2020-21","12/01/2020",7.31,"Manhattan"
177886,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Summer 2011","06/01/2011",11.08,"Queens"
212813,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",302,"Central Harlem - Morningside Heights","Summer 2014","06/01/2014",9.12,"Manhattan"
669781,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",302,"Central Harlem - Morningside Heights","Annual Average 2020","01/01/2020",6.35,"Manhattan"
212827,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Summer 2014","06/01/2014",8.01,"Queens"
334051,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Annual Average 2015","01/01/2015",8.19,"Queens"
669739,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Annual Average 2020","01/01/2020",5.95,"Queens"
212953,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Annual Average 2014","12/01/2013",8.43,"Queens"
547467,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Summer 2017","06/01/2017",8.61,"Queens"
605763,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Summer 2018","06/01/2018",8.02,"Queens"
669737,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Summer 2020","06/01/2020",6.68,"Queens"
177298,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Winter 2011-12","12/01/2011",9.02,"Queens"
177945,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",202,"Downtown - Heights - Slope","Summer 2013","06/01/2013",10.95,"Manhattan"
605687,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",202,"Downtown - Heights - Slope","Annual Average 2018","01/01/2018",7.85,"Manhattan"
742187,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",202,"Downtown - Heights - Slope","Summer 2021","06/01/2021",9.08,"Manhattan"
177928,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Summer 2012","06/01/2012",9.92,"Queens"
410805,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",306,"Chelsea - Clinton","Summer 2016","06/01/2016",10.75,"Manhattan"
742231,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",306,"Chelsea - Clinton","Winter 2020-21","12/01/2020",8.57,"Manhattan"
410793,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",302,"Central Harlem - Morningside Heights","Summer 2016","06/01/2016",8.67,"Manhattan"
742219,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",302,"Central Harlem - Morningside Heights","Winter 2020-21","12/01/2020",6.74,"Manhattan"
410835,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Summer 2016","06/01/2016",7.59,"Queens"
410834,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Winter 2015-16","12/01/2015",7.5,"Queens"
742261,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Winter 2020-21","12/01/2020",6.4,"Queens"
177844,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",406,"Fresh Meadows","Summer 2010","06/01/2010",11.39,"Queens"
222409,386,"Ozone (O3)","Mean","ppb","UHF42",102,"Northeast Bronx","Summer 2011","06/01/2011",33.44,"Bronx"
221927,386,"Ozone (O3)","Mean","ppb","UHF34",407,"Southwest Queens","Summer 2009","06/01/2009",26.48,"Queens"
221849,386,"Ozone (O3)","Mean","ppb","UHF34",207,"East Flatbush - Flatbush","Summer 2009","06/01/2009",25.47,"Brooklyn"
549392,386,"Ozone (O3)","Mean","ppb","UHF34",407,"Southwest Queens","Summer 2017","06/01/2017",31.16,"Queens"
605295,386,"Ozone (O3)","Mean","ppb","UHF34",407,"Southwest Queens","Summer 2018","06/01/2018",31.93,"Queens"
172113,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",207,"East Flatbush - Flatbush","Summer 2010","06/01/2010",18.96,"Brooklyn"
412623,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",407,"Southwest Queens","Summer 2016","06/01/2016",12.77,"Queens"
743693,386,"Ozone (O3)","Mean","ppb","UHF42",406,"Fresh Meadows","Summer 2021","06/01/2021",30.55,"Queens"
222602,386,"Ozone (O3)","Mean","ppb","UHF42",406,"Fresh Meadows","Summer 2012","06/01/2012",33.38,"Queens"
222411,386,"Ozone (O3)","Mean","ppb","UHF42",102,"Northeast Bronx","Summer 2013","06/01/2013",31.68,"Bronx"
172181,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",207,"East Flatbush - Flatbush","Summer 2012","06/01/2012",16.92,"Brooklyn"
411066,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",310,"Bay Ridge and Dyker Heights (CD10)","Summer 2016","06/01/2016",8.15,"Brooklyn"
411071,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",312,"Borough Park (CD12)","Winter 2015-16","12/01/2015",8.22,"Brooklyn"
169418,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",210,"Throgs Neck and Co-op City (CD10)","Summer 2011","06/01/2011",11.45,"Bronx"
169359,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",210,"Throgs Neck and Co-op City (CD10)","Summer 2010","06/01/2010",11.84,"Bronx"
411029,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",210,"Throgs Neck and Co-op City (CD10)","Winter 2015-16","12/01/2015",8.1,"Bronx"
169420,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",212,"Williamsbridge and Baychester (CD12)","Summer 2011","06/01/2011",11.28,"Bronx"
518810,650,"Respiratory hospitalizations due to PM2.5 (age 20+)","Estimated annual rate","per 100,000 adults","UHF42",301,"Washington Heights","2012-2014","01/02/2012",10.48,"Manhattan"
216345,386,"Ozone (O3)","Mean","ppb","CD",112,"Washington Heights and Inwood (CD12)","Summer 2010","06/01/2010",30.7,"Manhattan"
216346,386,"Ozone (O3)","Mean","ppb","CD",112,"Washington Heights and Inwood (CD12)","Summer 2011","06/01/2011",30.28,"Manhattan"
216598,386,"Ozone (O3)","Mean","ppb","CD",412,"Jamaica and Hollis (CD12)","Summer 2011","06/01/2011",33.04,"Queens"
216597,386,"Ozone (O3)","Mean","ppb","CD",412,"Jamaica and Hollis (CD12)","Summer 2010","06/01/2010",33.65,"Queens"
222443,386,"Ozone (O3)","Mean","ppb","UHF42",201,"Greenpoint","Summer 2009","06/01/2009",25.56,"Brooklyn"
169361,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",212,"Williamsbridge and Baychester (CD12)","Summer 2010","06/01/2010",11.75,"Bronx"
742546,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",410,"South Ozone Park and Howard Beach (CD10)","Winter 2020-21","12/01/2020",6.43,"Queens"
169450,365,"Fine particles (PM 2.5)","Mean","mcg/m3","CD",412,"Jamaica and Hollis (CD12)","Summer 2011","06/01/2011",11.15,"Queens"
742248,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",401,"Long Island City - Astoria","Annual Average 2021","01/01/2021",7.2,"Queens"
412092,386,"Ozone (O3)","Mean","ppb","CD",210,"Throgs Neck and Co-op City (CD10)","Summer 2016","06/01/2016",34,"Bronx"
216417,386,"Ozone (O3)","Mean","ppb","CD",212,"Williamsbridge and Baychester (CD12)","Summer 2010","06/01/2010",33.81,"Bronx"
412094,386,"Ozone (O3)","Mean","ppb","CD",212,"Williamsbridge and Baychester (CD12)","Summer 2016","06/01/2016",33.19,"Bronx"
222629,386,"Ozone (O3)","Mean","ppb","UHF42",501,"Port Richmond","Summer 2009","06/01/2009",24.42,"Staten Island"
175970,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",201,"Greenpoint","Summer 2011","06/01/2011",21.34,"Brooklyn"
175991,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",401,"Long Island City - Astoria","Summer 2011","06/01/2011",20.69,"Queens"
412511,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",401,"Long Island City - Astoria","Winter 2015-16","12/01/2015",25.17,"Queens"
549334,386,"Ozone (O3)","Mean","ppb","UHF42",201,"Greenpoint","Summer 2017","06/01/2017",28.98,"Brooklyn"
670972,386,"Ozone (O3)","Mean","ppb","UHF42",201,"Greenpoint","Summer 2020","06/01/2020",29.71,"Brooklyn"
122036,386,"Ozone (O3)","Mean","ppb","UHF42",501,"Port Richmond","2-Year Summer Average 2009-2010","06/01/2009",29.2,"Staten Island"
176047,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",101,"Kingsbridge - Riverdale","Summer 2013","06/01/2013",14.2,"Bronx"
412429,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",101,"Kingsbridge - Riverdale","Annual Average 2016","12/31/2015",16.04,"Bronx"
602816,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",501,"Port Richmond","Annual Average 2018","01/01/2018",16.77,"Staten Island"
412001,386,"Ozone (O3)","Mean","ppb","UHF42",201,"Greenpoint","Summer 2016","06/01/2016",32.96,"Brooklyn"
333952,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",101,"Kingsbridge - Riverdale","Annual Average 2015","01/01/2015",9.17,"Bronx"
649665,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",101,"Kingsbridge - Riverdale","Winter 2018-19","12/01/2018",7.18,"Bronx"
669838,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",101,"Kingsbridge - Riverdale","Annual Average 2020","01/01/2020",5.89,"Bronx"
178515,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",405,"Ridgewood - Forest Hills","Annual Average 2011","12/01/2010",9.95,"Queens"
212826,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",405,"Ridgewood - Forest Hills","Summer 2014","06/01/2014",8.49,"Queens"
178419,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",303,"East Harlem","Annual Average 2009","12/01/2008",11.55,"Manhattan"
178503,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",303,"East Harlem","Annual Average 2011","12/01/2010",11.12,"Manhattan"
212814,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",303,"East Harlem","Summer 2014","06/01/2014",8.88,"Manhattan"
669778,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",303,"East Harlem","Annual Average 2020","01/01/2020",6.37,"Manhattan"
334018,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",305,"Upper East Side","Annual Average 2015","01/01/2015",10.2,"Manhattan"
178523,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",503,"Willowbrook","Annual Average 2011","12/01/2010",9.63,"Staten Island"
669718,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",503,"Willowbrook","Annual Average 2020","01/01/2020",5.62,"Staten Island"
178439,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",503,"Willowbrook","Annual Average 2009","12/01/2008",10.1,"Staten Island"
212834,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",503,"Willowbrook","Summer 2014","06/01/2014",8.12,"Staten Island"
334072,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",503,"Willowbrook","Annual Average 2015","01/01/2015",8.01,"Staten Island"
669742,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",405,"Ridgewood - Forest Hills","Annual Average 2020","01/01/2020",6.11,"Queens"
649761,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",405,"Ridgewood - Forest Hills","Winter 2018-19","12/01/2018",7.17,"Queens"
669740,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",405,"Ridgewood - Forest Hills","Summer 2020","06/01/2020",6.91,"Queens"
605754,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",403,"Flushing - Clearview","Summer 2018","06/01/2018",8.35,"Queens"
547466,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",405,"Ridgewood - Forest Hills","Winter 2016-17","12/01/2016",7.93,"Queens"
177297,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",405,"Ridgewood - Forest Hills","Winter 2011-12","12/01/2011",8.97,"Queens"
177213,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",405,"Ridgewood - Forest Hills","Winter 2009-10","12/01/2009",9.73,"Queens"
605690,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",203,"Bedford Stuyvesant - Crown Heights","Annual Average 2018","01/01/2018",7.27,"Brooklyn"
177906,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",205,"Sunset Park","Summer 2012","06/01/2012",10.87,"Brooklyn"
605696,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",205,"Sunset Park","Annual Average 2018","01/01/2018",7.72,"Brooklyn"
177939,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",103,"Fordham - Bronx Pk","Summer 2013","06/01/2013",10.29,"Bronx"
742174,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",105,"Crotona -Tremont","Winter 2020-21","12/01/2020",6.76,"Bronx"
177841,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",403,"Flushing - Clearview","Summer 2010","06/01/2010",11.58,"Queens"
177883,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",403,"Flushing - Clearview","Summer 2011","06/01/2011",11.24,"Queens"
410825,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",403,"Flushing - Clearview","Winter 2015-16","12/01/2015",7.68,"Queens"
410795,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",303,"East Harlem","Winter 2015-16","12/01/2015",8.59,"Manhattan"
177875,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",305,"Upper East Side","Summer 2011","06/01/2011",13.11,"Manhattan"
177893,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",503,"Willowbrook","Summer 2011","06/01/2011",11.3,"Staten Island"
410856,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",503,"Willowbrook","Summer 2016","06/01/2016",8.09,"Staten Island"
177851,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",503,"Willowbrook","Summer 2010","06/01/2010",11.68,"Staten Island"
410855,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",503,"Willowbrook","Winter 2015-16","12/01/2015",7.78,"Staten Island"
742252,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF42",403,"Flushing - Clearview","Winter 2020-21","12/01/2020",6.5,"Queens"
174256,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",208,"Canarsie - Flatlands","Annual Average 2013","12/01/2012",8.18,"Brooklyn"
173610,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",208,"Canarsie - Flatlands","Summer 2009","06/01/2009",10.35,"Brooklyn"
334113,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",208,"Canarsie - Flatlands","Winter 2014-15","12/01/2014",8.39,"Brooklyn"
547528,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",208,"Canarsie - Flatlands","Annual Average 2017","01/01/2017",7.02,"Brooklyn"
173632,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",105106107,"South Bronx","Summer 2009","06/01/2009",11.35,"Bronx"
334137,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",401,"Long Island City - Astoria","Winter 2014-15","12/01/2014",10.44,"Queens"
173190,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",105106107,"South Bronx","Winter 2010-11","12/01/2010",14.54,"Bronx"
174278,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",105106107,"South Bronx","Annual Average 2013","12/01/2012",9.7,"Bronx"
547594,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",105106107,"South Bronx","Annual Average 2017","01/01/2017",8.2,"Bronx"
742389,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",105106107,"South Bronx","Annual Average 2021","01/01/2021",6.83,"Bronx"
336485,375,"Nitrogen dioxide (NO2)","Mean","ppb","Borough",4,"Queens","Summer 2015","06/01/2015",13.47,"Queens"
221989,386,"Ozone (O3)","Mean","ppb","UHF34",105106107,"South Bronx","Summer 2011","06/01/2011",32.18,"Bronx"
221988,386,"Ozone (O3)","Mean","ppb","UHF34",105106107,"South Bronx","Summer 2010","06/01/2010",32.24,"Bronx"
412069,386,"Ozone (O3)","Mean","ppb","UHF34",105106107,"South Bronx","Summer 2016","06/01/2016",32.84,"Bronx"
221844,386,"Ozone (O3)","Mean","ppb","UHF34",206,"Borough Park","Summer 2010","06/01/2010",33.38,"Brooklyn"
221856,386,"Ozone (O3)","Mean","ppb","UHF34",208,"Canarsie - Flatlands","Summer 2010","06/01/2010",36.12,"Brooklyn"
221934,386,"Ozone (O3)","Mean","ppb","UHF34",408,"Jamaica","Summer 2010","06/01/2010",33.52,"Queens"
221935,386,"Ozone (O3)","Mean","ppb","UHF34",408,"Jamaica","Summer 2011","06/01/2011",32.95,"Queens"
605305,386,"Ozone (O3)","Mean","ppb","UHF34",105106107,"South Bronx","Summer 2018","06/01/2018",30.16,"Bronx"
549402,386,"Ozone (O3)","Mean","ppb","UHF34",105106107,"South Bronx","Summer 2017","06/01/2017",28.45,"Bronx"
670904,386,"Ozone (O3)","Mean","ppb","UHF34",105106107,"South Bronx","Summer 2020","06/01/2020",30.7,"Bronx"
171694,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",105106107,"South Bronx","Winter 2011-12","12/01/2011",25.88,"Bronx"
171626,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",105106107,"South Bronx","Winter 2009-10","12/01/2009",27.07,"Bronx"
211789,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF34",105106107,"South Bronx","Annual Average 2014","12/01/2013",21.76,"Bronx"
173623,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",408,"Jamaica","Summer 2009","06/01/2009",10.13,"Queens"
173181,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",408,"Jamaica","Winter 2010-11","12/01/2010",11.87,"Queens"
174269,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",408,"Jamaica","Annual Average 2013","12/01/2012",8.27,"Queens"
174118,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",206,"Borough Park","Annual Average 2009","12/01/2008",10.27,"Brooklyn"
174188,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",208,"Canarsie - Flatlands","Annual Average 2011","12/01/2010",9.55,"Brooklyn"
174120,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",208,"Canarsie - Flatlands","Annual Average 2009","12/01/2008",9.85,"Brooklyn"
211993,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",105106107,"South Bronx","Summer 2014","06/01/2014",9.26,"Bronx"
174196,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",401,"Long Island City - Astoria","Annual Average 2011","12/01/2010",11.02,"Queens"
649848,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",401,"Long Island City - Astoria","Winter 2018-19","12/01/2018",8.62,"Queens"
174142,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",105106107,"South Bronx","Annual Average 2009","12/01/2008",11.64,"Bronx"
174210,365,"Fine particles (PM 2.5)","Mean","mcg/m3","UHF34",105106107,"South Bronx","Annual Average 2011","12/01/2010",11.36,"Bronx"
412447,375,"Nitrogen dioxide (NO2)","Mean","ppb","UHF42",107,"Hunts Point - Mott Haven","Annual Average 2016","12/31/2015",19.91,"Bronx"
